FileName,ItemTitle
uclalsc_uars100_016_005,"Looking west at UCLA Medical Center during construction, March 2, 1952"
uclalsc_uars100_016_006,"Looking east at UCLA Medical Center during construction, March 2, 1952"
uclalsc_uars100_016_007,"Looking north at UCLA Medical Center during construction, March 2, 1952"
uclalsc_uars100_016_008,"Looking northeast from southwest wing of UCLA Medical Center during construction, March 2, 1952"
uclalsc_uars100_016_009,"Looking northeast at Center for Health Sciences during construction, March 29, 1952"
uclalsc_uars100_016_010,"Looking west at UCLA Medical Center during construction, March 29, 1952"
uclalsc_uars100_016_011,"Looking north from southeast at UCLA Medical Center during construction, February 9, 1952"
uclalsc_uars100_016_012,"Looking north from west end of south side at Center for Health Sciences during construction, February 9, 1952"
uclalsc_uars100_016_013,"Looking northeast from southwest corner at UCLA Medical Center during construction, February 16, 1952"
uclalsc_uars100_016_014,"Looking north at UCLA Medical Center during construction, February 9, 1952"
uclalsc_uars100_016_015,"Looking west at UCLA Medical Center during construction, February 9, 1952"
uclalsc_uars100_016_016,"Looking east at UCLA Medical Center during construction, February 9, 1952"
uclalsc_uars100_016_017,"Looking north at UCLA Medical Center during construction, September 15, 1951"
uclalsc_uars100_016_018,"Looking south at UCLA Medical Center during construction, September 15, 1951"
uclalsc_uars100_016_019,"Looking south at UCLA Medical Center during construction, February 24, 1952"
uclalsc_uars100_016_020,"Looking north at UCLA Medical Center during construction, February 24, 1952"
uclalsc_uars100_016_021,"Looking south at UCLA Medical Center during construction, September 8, 1951"
uclalsc_uars100_016_022,"Looking west at UCLA Medical Center during construction, September 8, 1951"
uclalsc_uars100_016_023,"Looking north at UCLA Medical Center during construction, May 4, 1952"
uclalsc_uars100_016_024,"Looking east at UCLA Medical Center during construction, May 4, 1952"
uclalsc_uars100_016_025,"Looking west at UCLA Medical Center during construction, January 27, 1952"
uclalsc_uars100_016_026,"Looking north at UCLA Medical Center during construction, January 27, 1952"
uclalsc_uars100_016_027,"Looking west at UCLA Medical Center during construction, March 22, 1952"
uclalsc_uars100_016_028,"Looking south at UCLA Medical Center during construction, March 16, 1952"
uclalsc_uars100_016_029,"Looking west at UCLA Medical Center during construction, September 15, 1951"
uclalsc_uars100_016_030,"Looking east from Westwood Blvd at UCLA Medical Center during construction, September 3, 1951"
uclalsc_uars100_016_031,"Looking north at UCLA Medical Center during construction, March 29, 1952"
uclalsc_uars100_016_032,"Looking south at UCLA Medical Center during construction, March 29, 1952"
uclalsc_uars100_016_033,"Looking southwest at UCLA Medical Center during construction, April 5, 1952"
uclalsc_uars100_016_034,"Looking east at UCLA Medical Center during construction, March 29, 1952"
uclalsc_uars100_016_035,"Looking northwest at UCLA Medical Center during construction, April 12, 1952"
uclalsc_uars100_016_036,"Looking northeast at UCLA Medical Center during construction, May 4, 1952"
uclalsc_uars100_016_037,"Looking northeast at UCLA Medical Center during construction, April 12, 1952"
uclalsc_uars100_016_038,"Looking southwest at UCLA Medical Center during construction, April 12, 1952"
uclalsc_uars100_016_039,"Looking southwest from northeast wing, March 9, 1952"
uclalsc_uars100_016_040,"Looking northwest from southeast wing, March 9, 1952"
uclalsc_uars100_016_041,"Looking northeast from southwest wing of UCLA Medical Center during construction, March 9, 1952"
uclalsc_uars100_016_042,"East side of UCLA Medical Center during construction, March 2, 1952"
uclalsc_uars100_016_043,"Looking southwest from northeast corner at UCLA Medical Center during construction, March 2, 1952"
uclalsc_uars100_016_044,"Looking north from southeast wing at UCLA Medical Center during construction, March 2, 1952"
uclalsc_uars100_016_051,"Looking north at UCLA Medical Center during construction, June 14, 1952"
uclalsc_uars100_016_052,"Looking east at UCLA Medical Center during construction, June 14, 1952"
uclalsc_uars100_016_053,"UCLA Medical Center, April 4, 1953"
uclalsc_uars100_016_054,"UCLA Medical Center during construction, April 4, 1953"
uclalsc_uars100_016_055,"UCLA Medical Center during construction, April 4, 1953"
uclalsc_uars100_016_056,"UCLA Medical Center during construction, April 4, 1953"
uclalsc_uars100_016_057,"UCLA Medical Center during construction, April 4, 1953"
uclalsc_uars100_016_058,"UCLA Medical Center during construction, March 1, 1953"
uclalsc_uars100_016_059,"UCLA Medical Center during construction, February 7, 1953"
uclalsc_uars100_016_060,"UCLA Medical Center during construction, February 7, 1953"
uclalsc_uars100_016_061,"UCLA Medical Center during construction, February 7, 1953"
uclalsc_uars100_016_062,"UCLA Medical Center during construction, March 22, 1953"
uclalsc_uars100_016_063,"UCLA Medical Center during construction, January 4, 1953"
uclalsc_uars100_016_064,"UCLA Medical Center during construction, February 7, 1953"
uclalsc_uars100_016_065,"UCLA Medical Center during construction, February 7, 1953"
uclalsc_uars100_016_066,"UCLA Medical Center during construction, March 1, 1953"
uclalsc_uars100_016_067,"UCLA Medical Center during construction, March 22, 1953"
uclalsc_uars100_016_068,"UCLA Medical Center during construction, March 22, 1953"
uclalsc_uars100_016_069,"UCLA Medical Center during construction, March 1, 1953"
uclalsc_uars100_016_070,"UCLA Medical Center during construction, March 1, 1953"
uclalsc_uars100_016_071,"UCLA Medical Center during construction, April 4, 1953"
uclalsc_uars100_016_072,"UCLA Medical Center during construction, April 4, 1953"
uclalsc_uars100_016_074,"UCLA Medical Center during construction, March 22, 1953 "
uclalsc_uars100_016_075,"UCLA Medical Center during construction, April 4, 1953"
uclalsc_uars100_016_076,"UCLA Medical Center during construction, April 4, 1953"
uclalsc_uars100_016_077,"UCLA Medical Center during construction, April 4, 1953"
uclalsc_uars100_016_078,"UCLA Medical Center during construction, April 4, 1953"
uclalsc_uars100_016_079,"UCLA Medical Center during construction, April 4, 1953"
uclalsc_uars100_016_080,"UCLA Medical Center during construction, April 4, 1953"
uclalsc_uars100_016_081,"UCLA Medical Center during construction, February 7, 1953"
uclalsc_uars100_016_082,"UCLA Medical Center during construction, February 7, 1953"
uclalsc_uars100_016_083,"UCLA Medical Center during construction, February 7, 1953"
uclalsc_uars100_016_084,"Looking southwest at UCLA Medical Center during construction, March 22, 1953"
uclalsc_uars100_016_085,"Looking southeast at UCLA Medical Center during construction, March 22, 1953"
uclalsc_uars100_016_086,"UCLA Medical Center during construction, April 4, 1953"
uclalsc_uars100_016_087,"Looking northwest at UCLA Medical Center during construction, March 22, 1953"
uclalsc_uars100_016_088,"UCLA Medical Center during construction, January 4, 1953"
uclalsc_uars100_016_089,"UCLA Medical Center during construction, January 4, 1953"
uclalsc_uars100_016_090,"UCLA Medical Center during construction, January 4, 1953"
uclalsc_uars100_016_091,"UCLA Medical Center during construction, January 4, 1953"
uclalsc_uars100_016_092,"UCLA Medical Center during construction, January 4, 1953"
uclalsc_uars100_016_093,"UCLA Medical Center during construction, January 4, 1953"
uclalsc_uars100_016_094,"UCLA Medical Center during construction, January 4, 1953"
uclalsc_uars100_016_095,"UCLA Medical Center during construction, January 4, 1953"
uclalsc_uars100_016_096,"UCLA Medical Center during construction, January 4, 1953"
uclalsc_uars100_016_097,"UCLA Medical Center during construction, January 4, 1953"
uclalsc_uars100_016_098,"UCLA Medical Center during construction, January 4, 1953"
uclalsc_uars100_016_099,"UCLA Medical Center during construction, February 7, 1953"
uclalsc_uars100_016_100,"UCLA Medical Center during construction, February 7, 1953"
uclalsc_uars100_016_101,"UCLA Medical Center during construction, February 7, 1953"
uclalsc_uars100_016_102,"UCLA Medical Center during construction, February 7, 1953"
uclalsc_uars100_016_103,"UCLA Medical Center during construction, February 7, 1953"
uclalsc_uars100_016_104,"UCLA Medical Center during construction, February 7, 1953"
uclalsc_uars100_016_105,"Looking northeast at UCLA Medical Center during construction, March 22, 1953"
uclalsc_uars100_016_106,"Looking south at UCLA Medical Center during construction, March 22, 1953"
uclalsc_uars100_016_107,"UCLA Medical Center during construction, March 22, 1953"
uclalsc_uars100_016_108,"UCLA Medical Center during construction, March 22, 1953"
uclalsc_uars100_016_109,"UCLA Medical Center during construction, March 22, 1953"
uclalsc_uars100_016_110,"UCLA Medical Center during construction, March 22, 1953"
uclalsc_uars100_016_111,"UCLA Medical Center during construction, March 1, 1953"
uclalsc_uars100_016_112,"UCLA Medical Center during construction, March 1, 1953"
uclalsc_uars100_016_113,"Looking southwest at UCLA Medical Center during construction, June 8, 1952"
uclalsc_uars100_016_114,"Looking west at UCLA Medical Center during construction, June 14, 1952"
uclalsc_uars100_016_115,"Looking southwest at UCLA Medical Center during construction, May 24, 1952"
uclalsc_uars100_016_116,"Looking northwest at UCLA Medical Center during construction, May 24, 1952"
uclalsc_uars100_016_117,"Looking northeast at UCLA Medical Center during construction, May 24, 1952"
uclalsc_uars100_016_118,"Looking southeast at UCLA Medical Center during construction, May 31, 1952"
uclalsc_uars100_016_119,"Looking east at UCLA Medical Center during construction, January 27, 1952"
uclalsc_uars100_016_120,"Looking south at UCLA Medical Center during construction, February 9, 1952"
uclalsc_uars100_016_121,"Looking from east at northeast wing at UCLA Medical Center during construction, March 9, 1952"
uclalsc_uars100_016_122,"Looking west at UCLA Medical Center during construction, March 9, 1952"
uclalsc_uars100_016_123,"Looking south at UCLA Medical Center during construction, March 9, 1952"
uclalsc_uars100_016_124,"Looking north at UCLA Medical Center during construction, March 9, 1952"
uclalsc_uars100_016_125,"Looking west at UCLA Medical Center during construction, February 24, 1952"
uclalsc_uars100_016_126,"Looking east at UCLA Medical Center during construction, March 9, 1952"
uclalsc_uars100_016_127,"Looking north at UCLA Medical Center during construction, May 24, 1952"
uclalsc_uars100_016_128,"Looking east at UCLA Medical Center during construction, May 24, 1952"
uclalsc_uars100_018_001,Unidentified Medical center personnel
uclalsc_uars100_018_002,"Unidentified medical center personnel walking down the stairs, looking up"
uclalsc_uars100_018_003,Unidentified medical center personnel drinking from a cup
uclalsc_uars100_018_004,Unidentified medical center personnel drinking from a cup
uclalsc_uars100_018_005,"Medical school students and spouses gathered for a group photo, c. 1950's"
uclalsc_uars100_018_006,"Shot of the work stations in one of the laboratories of the UCLA medical school, c. 1955"
